 count(*) | device |
+----------+--------+
|   523187 |      7 |
|   324429 |      8 |
|   149495 |      9 |
|    10468 |     12 |
|   353344 |     23 |
|   309616 |     25 |
|   297920 |     26 |
|   623380 |     27 |
|    17710 |     33 |
|   157910 |     37 |
|   278695 |     39 |
|   522779 |     45 |
|    66349 |     47 |
|   429189 |     51 |
|    59805 |     52 |
|    34597 |     57 |
|   138880 |     58 |
|     8493 |     65 |
|    32733 |     67 |
|  1076294 |     68 |
|   115893 |     70 |
|    59561 |     71 |
|     3317 |     73 |
|    24717 |     74 |
|   180914 |     75 |
|   398771 |     78 |
|    76230 |     79 |
|    27753 |     81 |
|   331281 |     87 |
|     8052 |     89 |
|     6289 |     90 |
|   127919 |     91 |
|     8342 |     92 |
|     5455 |     94 |
|    65286 |     95 |
|     5692 |     96 |
|    56114 |     99 |
|    21406 |    104 |
|    38011 |    105 |
|    18416 |    108 |
|   841077 |    110 |
|     4310 |    111 |
|    24480 |    116 |
|    24056 |    117 |
|    66121 |    120 |
|    18118 |    122 |
|    11912 |    124 |
|    13674 |    126 |
|    10922 |    127 |
|     7152 |    129 |
|     6860 |    134 |
|   422720 |    137 |
|     5313 |    142 |
|     4952 |    145 |
|    34432 |    148 |
|     4109 |    149 |
|    13919 |    152 |
|    18258 |    156 |
|    35077 |    157 |
|    25897 |    158 |
|     6726 |    159 |
|    78386 |    162 |
|    18771 |    163 |
|     6592 |    168 |
|     8447 |    169 |
|     7132 |    174 |
|    11925 |    175 |
|    54969 |    177 |
|    80533 |    183 |
|     7577 |    187 |
|    20510 |    188 |
|   117154 |    189 |
|    19087 |    190 |
|    20657 |    194 |
|    70840 |    196 |
|    13144 |    204 |
|     7408 |    206 |
|   120417 |    207 |
|     3122 |    211 |
|     3274 |    213 |
|     7100 |    216 |
|    48026 |    219 |
|     9723 |    222 |
|    53714 |    224 |
|    18948 |    229 |
|    28662 |    232 |
|    37977 |    233 |
|    28268 |    234 |
|    43321 |    236 |
|    27665 |    237 |
|    37486 |    239 |
|   112732 |    240 |
|    18932 |    261 |
|     3071 |    263 |
|    37470 |    268 |
|  1540156 |    269 |
|    16978 |    270 |
|    24580 |    271 |
|   115297 |    273 |
|   305566 |    274 |
|    25850 |    275 |
|     6297 |    277 |
|     9336 |    281 |
|    40332 |    282 |
|    33374 |    283 |
|    37017 |    284 |
|    50310 |    285 |
|    17090 |    289 |
|    18732 |    290 |
|    20978 |    291 |
|    25102 |    294 |
|    31149 |    296 |
|    38420 |    297 |
|    23038 |    298 |
|    12716 |    299 |
|     8657 |    302 |
|     7369 |    306 |
|    32861 |    309 |
|     4889 |    312 |
|    35783 |    313 |
|    18992 |    314 |
|    26895 |    323 |
|    31410 |    325 |
|    22373 |    333 |
|     3507 |    335 |
|     7815 |    338 |
|    10126 |    341 |
|     4013 |    343 |
|    26956 |    344 |
|    20817 |    345 |
|    93304 |    350 |
|    11994 |    360 |
|     8312 |    361 |
|    57200 |    366 |
|    18485 |    369 |
|     7905 |    370 |
|     5552 |    371 |
|    50398 |    376 |
|     4498 |    378 |
|    12289 |    381 |
|     6443 |    390 |
|   512612 |    394 |
|     6028 |    398 |
|   166031 |    399 |
|     8996 |    401 |
|     6413 |    404 |
|    18703 |    411 |
|     3259 |    412 |
|    10979 |    413 |
|     4677 |    415 |
|    34555 |    417 |
|    26834 |    421 |
|    28886 |    422 |
|     3946 |    423 |
|    12629 |    425 |
|    20762 |    433 |
|    84398 |    438 |
|     4031 |    447 |
|    51942 |    448 |
|     9084 |    455 |
|   112104 |    461 |
|     5760 |    463 |
|    13569 |    466 |
|     9972 |    471 |
|    13931 |    473 |
|    18943 |    477 |
|     4446 |    478 |
|    20382 |    479 |
|    10040 |    482 |
|    75325 |    485 |
|    10481 |    486 |
|    12680 |    487 |
|     9033 |    491 |
|     5895 |    492 |
|     5794 |    494 |
|    51129 |    501 |
|    31857 |    503 |
|    18161 |    505 |
|    22536 |    507 |
|    42323 |    509 |
|    98217 |    514 |
|    37827 |    515 |
|    40179 |    518 |
|     9888 |    520 |
|   193604 |    523 |
|     6865 |    524 |
|    34158 |    528 |
|   320186 |    531 |
|     5593 |    533 |
|    26536 |    534 |
|    14742 |    536 |
|     6291 |    537 |
|    13783 |    539 |
|     4451 |    547 |
|    37352 |    550 |
|    25518 |    552 |
|     6530 |    553 |
|   123654 |    554 |
|    25126 |    556 |
|    11730 |    557 |
|    41245 |    562 |
|    11015 |    568 |
|    10502 |    571 |
|    37239 |    573 |
|    44846 |    574 |
|     5513 |    575 |
|    33082 |    577 |
|    15727 |    579 |
|     4159 |    580 |
|    12941 |    581 |
|    18079 |    583 |
|     5525 |    589 |
|    14644 |    593 |
|   152984 |    594 |
|    26714 |    595 |
|    13845 |    596 |
|     4182 |    600 |
|     5183 |    601 |
|   173355 |    607 |
|     6532 |    610 |
|    33922 |    611 |
|     3437 |    612 |
|     8513 |    613 |
|    20868 |    614 |
|    33289 |    617 |
|     9690 |    621 |
|    37415 |    622 |
|    25667 |    626 |
|   102278 |    627 |
|     8886 |    629 |
|   104567 |    632 |
|     4772 |    634 |
|     3661 |    638 |
|     6920 |    640 |
|     3433 |    642 |
|    74199 |    643 |
|  1980574 |    646 |
|   360857 |    647 |
|   102415 |    650 |
|    23847 |    653 |
|    24719 |    656 |
|     7136 |    658 |
|    48939 |    660 |
|    18696 |    661 |
|   989864 |    663 |
|    25740 |    664 |
|     7801 |    665 |
|   301555 |    666 |
|    10389 |    667 |
|     4880 |    669 |
|     8295 |    670 |
|     5159 |    671 |
|    12975 |    674 |
|    20313 |    675 |
|   157364 |    676 |
|     6438 |    678 |
